Date_Time,use_kwh
2016-01-08 00:00:00-05:00,5941.499999999999
2016-01-09 00:00:00-05:00,4868.499999999999
2016-01-10 00:00:00-05:00,4810.299999999999
2016-01-11 00:00:00-05:00,6032.6
2016-01-12 00:00:00-05:00,6026.600000000001
2016-01-13 00:00:00-05:00,6153.400000000001
2016-01-14 00:00:00-05:00,5922.599999999999
2016-01-15 00:00:00-05:00,5030.9
2016-01-16 00:00:00-05:00,4716.800000000001
2016-01-17 00:00:00-05:00,4729.7
2016-01-18 00:00:00-05:00,5135.5
2016-01-19 00:00:00-05:00,6400.1
2016-01-20 00:00:00-05:00,6284.199999999999
2016-01-21 00:00:00-05:00,6151.500000000002
2016-01-22 00:00:00-05:00,5703.3
2016-01-23 00:00:00-05:00,5120.5
2016-01-24 00:00:00-05:00,4958.699999999999
